freq,tra_meas,unit,geo\TIME_PERIOD	1997 	1998 	1999 	2000 	2001 	2002 	2003 	2004 	2005 	2006 	2007 	2008 	2009 	2010 	2011 	2012 	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,FR_LD_NLD,THS_T,ME	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1956 	2035 	2044 	1846 	2929 	: 
A,FR_LD_NLD,THS_T,ME0	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1956 	2035 	2044 	1846 	2929 	: 
A,FR_LD_NLD,THS_T,ME00	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1956 	2035 	2044 	1846 	2929 	: 
A,FR_LD_NLD,THS_T,MT	: 	: 	: 	: 	: 	: 	3417 	3474 	3503 	3578 	3228 	3373 	3369 	3795 	3321 	3321 	3091 	3453 	3682.92 	3780.53 	4099.62 	4558.96 	5195.19 	5737.72 	3369.77 	4888.05 	7210.96 
A,FR_LD_NLD,THS_T,MT0	: 	: 	: 	: 	: 	: 	3417 	3474 	3503 	3578 	3228 	3373 	3369 	3795 	3321 	3321 	3091 	3453 	3682.92 	3780.53 	4099.62 	4558.96 	5195.19 	5737.72 	3369.77 	4888.05 	7210.96 
A,FR_LD_NLD,THS_T,MT00	: 	: 	: 	: 	: 	: 	3417 	3474 	3503 	3578 	3228 	3373 	3369 	3795 	3321 	3321 	3091 	3453 	3682.92 	3780.53 	4099.62 	4558.96 	5195.19 	5737.72 	3369.77 	4888.05 	7210.96 
A,FR_LD_NLD,THS_T,NL	399724 	402500 	395615 	403230 	404035 	411533 	408786 	439877 	459613 	476267 	506558 	529359 	482061 	537715 	550610 	557264 	558442 	571634 	587927.66 	580631.71 	593068.32 	599462.36 	602415.85 	547424.39 	579768.35 	588793.73 	542949.08 
A,FR_LD_NLD,THS_T,NL1	3299 	3579 	3254 	3753 	3712 	3717 	3284 	3009 	3740 	3754 	4057 	3987 	2630 	4367 	3531 	3962 	3762 	4483 	7158.09 	7383.77 	7844.81 	8161.28 	7023.63 	5583.7 	7123.13 	7328.53 	9777.13 
A,FR_LD_NLD,THS_T,NL11	2522 	2526 	2319 	2868 	2908 	2901 	2536 	2344 	2835 	2685 	2949 	3119 	1992 	3368 	3239 	3558 	3469 	4115 	6443.95 	6535.51 	6920.27 	7322.67 	6190.54 	5052.41 	6442.58 	6634.91 	9284.06 
A,FR_LD_NLD,THS_T,NL12	777 	1053 	934 	885 	805 	815 	748 	664 	906 	1069 	1108 	868 	638 	999 	292 	404 	293 	368 	714.13 	848.26 	924.54 	838.6 	835.39 	531.29 	680.55 	693.62 	493.07 
A,FR_LD_NLD,THS_T,NL3	393801 	395610 	388865 	394997 	396183 	403522 	401849 	433270 	451641 	467278 	497659 	519588 	474465 	527460 	540041 	546199 	548716 	560942 	575039.75 	567217.58 	578182.37 	584599.38 	588671.72 	535832.04 	566096.13 	574810.95 	529029.18 
A,FR_LD_NLD,THS_T,NL32	55096 	54408 	55663 	61691 	67321 	68426 	59447 	68254 	69674 	78157 	84362 	98035 	85965 	90245 	88543 	91834 	92568 	96565 	99242.07 	97895.4 	102946.27 	102609.97 	105176.37 	90199.84 	88192.65 	95419.47 	80760.16 
A,FR_LD_NLD,THS_T,NL33	313791 	317841 	309199 	311121 	304574 	310543 	315811 	338180 	353974 	361282 	382118 	391335 	361920 	407391 	417804 	421889 	424086 	430166 	442421.14 	436435.12 	440518.61 	443636.71 	444072.05 	411469.62 	440446.78 	438671.24 	412422.33 
A,FR_LD_NLD,THS_T,NL34	24914 	23361 	24003 	22185 	24288 	24553 	26591 	26836 	27994 	27838 	31178 	30218 	26580 	29824 	33694 	32476 	32062 	34212 	33755.36 	33299.94 	35120.54 	38696.03 	39663.05 	34471.54 	37824.68 	41806.1 	36554.35 
A,FR_LD_NLD,THS_T,NL4	2624 	3311 	3496 	4479 	4140 	4294 	3653 	3598 	4232 	5236 	4842 	5784 	4966 	5888 	6200 	6160 	5309 	5275 	5570.27 	5778.16 	6705.25 	6490.78 	6528.82 	5746.31 	6273.7 	6457.67 	5332.02 
A,FR_LD_NLD,THS_T,NL41	2624 	3311 	3496 	4479 	4140 	4294 	3653 	3598 	4232 	5236 	4842 	5784 	4966 	5888 	6200 	6160 	5309 	5275 	5570.27 	5778.16 	6705.25 	6490.78 	6528.82 	5746.31 	6273.7 	6457.67 	5332.02 
A,FR_LD_NLD,THS_T,NLZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	972 	943 	755 	934 	359.48 	277.59 	353.67 	248.15 	320.47 	287.09 	317.9 	252.45 	259.02 
A,FR_LD_NLD,THS_T,NLZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	972 	943 	755 	934 	359.48 	277.59 	353.67 	248.15 	320.47 	287.09 	317.9 	252.45 	259.02 
A,FR_LD_NLD,THS_T,NO	: 	: 	: 	: 	: 	162426 	156595 	169692 	171558 	168216 	169752 	157148 	146393 	158805 	166072 	168848 	172938 	168775 	175954.86 	177134.22 	178233.01 	174207.36 	179453.76 	191754.78 	196567.76 	186092.98 	189686.4 
A,FR_LD_NLD,THS_T,NO0	: 	: 	: 	: 	: 	148860 	145806 	149162 	151452 	153180 	151489 	138211 	131655 	140574 	142432 	144934 	147035 	144500 	152108.07 	150974.01 	157784.11 	153705.43 	157786.22 	167953.39 	172547.66 	160954.97 	166484.73 
A,FR_LD_NLD,THS_T,NO06	: 	: 	: 	: 	: 	2172 	2525 	3122 	3379 	3578 	3667 	3538 	2921 	3547 	3706 	3592 	3653 	3924 	4100.07 	4408.12 	4545.53 	4576.63 	4522.83 	3934.83 	4059.88 	4126.37 	3724.03 
A,FR_LD_NLD,THS_T,NO07	: 	: 	: 	: 	: 	15562 	17169 	19049 	19324 	19614 	20421 	18338 	16182 	26731 	25025 	28149 	31565 	36315 	42481.24 	37435.98 	36416.95 	36333.02 	35508.56 	35580.67 	33853.72 	35350.29 	35719.32 
A,FR_LD_NLD,THS_T,NO08	: 	: 	: 	: 	: 	8346 	9298 	10062 	10193 	9965 	9671 	8820 	7871 	7863 	9063 	9129 	8540 	7887 	8338.25 	8447.9 	27818.91 	27182.91 	29868.97 	26074.77 	24072.54 	23958.56 	24269.76 
A,FR_LD_NLD,THS_T,NO09	: 	: 	: 	: 	: 	21554 	23559 	23652 	23182 	25586 	25960 	24931 	21845 	23415 	23503 	22927 	23626 	24026 	25012.37 	22464.03 	25002.74 	26199.72 	26196.56 	27235.19 	26575.91 	22572.05 	22748.89 
A,FR_LD_NLD,THS_T,NO0A	: 	: 	: 	: 	: 	104722 	96330 	97054 	99091 	99901 	97145 	87428 	87566 	83642 	86385 	86385 	84192 	76207 	75376.11 	79803.27 	68158.39 	63462.17 	62631.49 	76470.78 	85269.21 	76153 	81233.34 
A,FR_LD_NLD,THS_T,NOZ	: 	: 	: 	: 	: 	15174 	11523 	22494 	22419 	16344 	20195 	20888 	17086 	20314 	25971 	26468 	27927 	25938 	25711.78 	26535.99 	20448.89 	20501.94 	21667.54 	23803.98 	24020.1 	25138.01 	23201.68 
A,FR_LD_NLD,THS_T,NOZZ	: 	: 	: 	: 	: 	15174 	11523 	22494 	22419 	16344 	20195 	20888 	17086 	20314 	25971 	26468 	27927 	25938 	25711.78 	26535.99 	20448.89 	20501.94 	21667.54 	23803.98 	24020.1 	25138.01 	23201.68 
A,FR_LD_NLD,THS_T,PL	: 	: 	: 	: 	45983 	47917 	50712 	51799 	54306 	52620 	52004 	48404 	44631 	58881 	57081 	57902 	63202 	67837 	68407.33 	71582.76 	76658.02 	90376.21 	92367.57 	87137.05 	94638.49 	116472.05 	134647.21 
A,FR_LD_NLD,THS_T,PL4	: 	: 	: 	: 	20664 	21477 	19656 	20018 	20836 	18476 	17289 	18618 	14722 	20286 	20643 	20520 	21300 	22286 	21485.85 	22669.54 	24618.62 	27124.93 	26621.92 	25811.37 	27347.36 	31125 	29553.98 
A,FR_LD_NLD,THS_T,PL42	: 	: 	: 	: 	20664 	21477 	19656 	20018 	20836 	18476 	17289 	18618 	14722 	20286 	20643 	20520 	21300 	22286 	21485.85 	22669.54 	24618.62 	27124.93 	26621.92 	25811.37 	27347.36 	31125 	29553.98 
A,FR_LD_NLD,THS_T,PL6	: 	: 	: 	: 	25319 	26440 	31056 	31837 	33502 	34227 	34789 	29908 	30065 	38719 	36478 	37452 	42060 	45715 	47039.77 	49221.68 	52246.84 	63372.93 	65939.5 	61615 	67669.32 	85554.53 	105401.92 
A,FR_LD_NLD,THS_T,PL63	: 	: 	: 	: 	25319 	26440 	31056 	31837 	33502 	34227 	34789 	29908 	30065 	38719 	36478 	37452 	42060 	45715 	47039.77 	49221.68 	52246.84 	63372.93 	65939.5 	61615 	67669.32 	85554.53 	105401.92 
A,FR_LD_NLD,THS_T,PT	47638 	49659 	51143 	50693 	50488 	50319 	51188 	53125 	56706 	59610 	60555 	59971 	56343 	58197 	61587 	61296 	71431 	74044 	80556.96 	80704.95 	86374.79 	84088.88 	79078.63 	73926.75 	77412.6 	78652.66 	75990.99 
A,FR_LD_NLD,THS_T,PT1	47638 	49659 	51143 	50396 	50131 	50120 	50872 	52695 	56064 	58673 	59404 	58187 	54404 	57425 	59823 	60533 	70833 	73556 	79940.63 	80016.47 	85670.89 	83189.06 	78309.87 	72973.83 	76481.2 	77343.58 	74900.66 
A,FR_LD_NLD,THS_T,PT11	11552 	13289 	13114 	13976 	13674 	12836 	12766 	12982 	13331 	13233 	14053 	14703 	13271 	13565 	15289 	15282 	15872 	16662 	17458.58 	14053.03 	18079.59 	17974.57 	18305.72 	15791.27 	13877.59 	13642.61 	13368.55 
A,FR_LD_NLD,THS_T,PT15	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	146.44 	112.32 	7.05 	45.51 	78.02 	78.05 
A,FR_LD_NLD,THS_T,PT16	2651 	2817 	2635 	2462 	2832 	3031 	2964 	3128 	3328 	4539 	4477 	4574 	4138 	5232 	4966 	5051 	6051 	6598 	6612.11 	6573.69 	7175.91 	7606.69 	7387.8 	6564.14 	7685.18 	8043.58 	7787.54 
A,FR_LD_NLD,THS_T,PT17	15956 	17009 	17793 	17133 	17323 	17508 	17272 	17110 	17905 	17224 	18740 	17863 	15994 	17786 	17879 	15980 	17819 	18560 	17742.01 	16006.45 	17719.52 	16806.24 	17178.8 	14787.8 	15018.16 	17396.77 	16978.01 
A,FR_LD_NLD,THS_T,PT18	20944 	20453 	21449 	19957 	19604 	19633 	20860 	22434 	24929 	26934 	25970 	24531 	23857 	24728 	24871 	27423 	34600 	35054 	41218.37 	48055.91 	46472.53 	44310.02 	38906.66 	38884.93 	42904.81 	41615 	39840.06 
A,FR_LD_NLD,THS_T,PT2	: 	: 	: 	: 	: 	: 	: 	: 	1562 	1576 	1601 	1516 	1547 	1535 	1602 	1372 	1241 	1142 	1221.99 	1339.69 	1389.71 	2072.71 	1974.31 	1970.94 	2080.3 	2470.98 	2160.57 
A,FR_LD_NLD,THS_T,PT20	: 	: 	: 	: 	: 	: 	: 	: 	1562 	1576 	1601 	1516 	1547 	1535 	1602 	1372 	1241 	1142 	1221.99 	1339.69 	1389.71 	2072.71 	1974.31 	1970.94 	2080.3 	2470.98 	2160.57 
A,FR_LD_NLD,THS_T,PT3	: 	: 	: 	1316 	1373 	1363 	1424 	1669 	1187 	1595 	1172 	1192 	1154 	1071 	1011 	876 	932 	931 	1022.26 	1027.52 	1075.49 	1165.61 	1172.46 	1045.89 	1126.53 	1274.56 	1370.52 
A,FR_LD_NLD,THS_T,PT30	: 	: 	: 	1316 	1373 	1363 	1424 	1669 	1187 	1595 	1172 	1192 	1154 	1071 	1011 	876 	932 	931 	1022.26 	1027.52 	1075.49 	1165.61 	1172.46 	1045.89 	1126.53 	1274.56 	1370.52 
A,FR_LD_NLD,THS_T,RO	: 	: 	: 	: 	: 	30239 	33898 	40594 	47678 	46006 	48180 	49751 	35160 	36528 	37489 	38427 	42512 	42598 	43647.95 	45477.38 	45552.51 	48386.75 	51886.8 	46411.02 	52357.52 	59568.05 	68650.07 
A,FR_LD_NLD,THS_T,RO2	: 	: 	: 	: 	: 	30239 	33898 	40594 	47678 	46006 	48180 	49751 	35160 	36528 	37489 	38427 	42512 	42598 	43647.95 	45477.38 	45552.51 	48386.75 	51886.8 	46411.02 	52357.52 	59568.05 	68650.07 
A,FR_LD_NLD,THS_T,RO22	: 	: 	: 	: 	: 	30239 	33898 	40594 	47678 	46006 	48180 	49751 	35160 	36528 	37489 	38427 	42512 	42598 	43647.95 	45477.38 	45552.51 	48386.75 	51886.8 	46411.02 	52357.52 	59568.05 	68650.07 
A,FR_LD_NLD,THS_T,SE	120981 	125621 	129533 	131883 	126548 	126566 	133428 	139151 	151413 	152912 	157361 	161505 	142522 	161007 	158994 	153230 	157056 	162630 	164165.33 	166467.37 	171657.2 	175179.83 	165243.12 	164116.97 	168819.8 	170268.51 	156457.24 
A,FR_LD_NLD,THS_T,SE1	20222 	22290 	21626 	21460 	20568 	21108 	23454 	22898 	26543 	25210 	25549 	25958 	17072 	19422 	21406 	18845 	20327 	24300 	24071.87 	24596.46 	21935.79 	20969.35 	22524.82 	20732.25 	18899.38 	17946.19 	15638.53 
A,FR_LD_NLD,THS_T,SE11	8820 	10079 	9806 	9543 	8916 	9337 	10646 	10197 	11635 	11791 	11850 	12021 	10445 	9411 	9520 	8961 	9009 	11864 	11738.92 	12640.4 	9507.97 	9699.37 	9599.92 	8832.95 	11833.15 	10605.2 	9370.03 
A,FR_LD_NLD,THS_T,SE12	11535 	12383 	11984 	11987 	11708 	11847 	12954 	12787 	15024 	13502 	13775 	14079 	6663 	10021 	11924 	9935 	11397 	12527 	12445.18 	12080.27 	12503.3 	11328.34 	13002.96 	11970.41 	7185.81 	7484.98 	6293.73 
A,FR_LD_NLD,THS_T,SE2	90251 	91999 	95658 	97720 	92622 	90684 	94798 	100330 	106610 	110330 	114009 	118221 	101565 	91771 	90313 	89047 	86519 	87192 	88355.64 	92178.31 	93837.71 	95642.14 	93351.86 	90588.88 	80257.63 	83799.3 	73652.05 
A,FR_LD_NLD,THS_T,SE21	5555 	5008 	6747 	7562 	7405 	6596 	6308 	6435 	6688 	5548 	7232 	8479 	2609 	3603 	3438 	3153 	3705 	3818 	3526.41 	3257.42 	3387.62 	3824.28 	3712.91 	3358.02 	5712.42 	6320.18 	2730.15 
A,FR_LD_NLD,THS_T,SE22	28495 	31544 	34417 	33278 	30521 	30929 	31493 	32816 	36835 	40015 	43242 	42237 	35832 	38371 	38641 	38021 	36569 	37493 	38210.82 	39318.24 	40381.13 	41889.2 	41293.47 	39949.21 	31662.37 	30901.54 	30200 
A,FR_LD_NLD,THS_T,SE23	57766 	57150 	56246 	58728 	56456 	54869 	58392 	62457 	64502 	66252 	64894 	69297 	64271 	50432 	48908 	48955 	47025 	46526 	47393.44 	50672.47 	50906.98 	51091.94 	49231.16 	48110.11 	43211.08 	47048.28 	41124.77 
A,FR_LD_NLD,THS_T,SE3	16437 	16805 	17782 	18496 	18769 	19626 	20214 	20582 	23587 	22304 	23300 	23386 	18710 	21972 	23481 	22029 	24400 	24668 	25348.41 	23183.21 	25079.72 	25759.74 	24753.68 	26079.79 	16344.31 	16254.7 	20728.75 
A,FR_LD_NLD,THS_T,SE31	3077 	3466 	3565 	3341 	3439 	3588 	3442 	3376 	5914 	5311 	4649 	4975 	4340 	3994 	4325 	3947 	6481 	6660 	7573.82 	6645.73 	7819.46 	7459.24 	7099.03 	7499.5 	4389.27 	4291.81 	4568.21 
A,FR_LD_NLD,THS_T,SE32	3519 	3860 	4056 	4209 	3965 	4509 	4295 	4477 	4476 	4382 	4481 	4384 	3243 	3856 	5432 	4917 	5079 	5480 	4931.4 	4786.32 	4761.67 	5142.12 	5298.78 	5051.38 	2477.31 	2325.27 	2330.37 
A,FR_LD_NLD,THS_T,SE33	9843 	9504 	10161 	10959 	11388 	11559 	12536 	12769 	13267 	12688 	14232 	14086 	11174 	14173 	13826 	13221 	12901 	12615 	12904.8 	11831.95 	12554.39 	13243.77 	12435.11 	13670.83 	9557.44 	9783.42 	13995.66 
A,FR_LD_NLD,THS_T,SEZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7602 	30940 	26890 	26001 	28860 	29958 	30386.35 	29475.8 	33469.08 	35684.52 	28171.08 	29843.68 	54468.83 	53253.54 	48567.87 
A,FR_LD_NLD,THS_T,SEZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	7602 	30940 	26890 	26001 	28860 	29958 	30386.35 	29475.8 	33469.08 	35684.52 	28171.08 	29843.68 	54468.83 	53253.54 	48567.87 
A,FR_LD_NLD,THS_T,SI	: 	: 	: 	: 	9110 	9246 	10720 	11986 	12540 	15391 	15805 	16499 	13322 	14591 	16198 	16907 	17184 	18012 	19931.13 	21170.99 	22310.76 	23127.16 	22113.97 	18313.49 	20060.21 	22387.16 	21136.17 
A,FR_LD_NLD,THS_T,SI0	: 	: 	: 	: 	9110 	9246 	10720 	11986 	12540 	15391 	15805 	16499 	13322 	14591 	16198 	16907 	17184 	18012 	19931.13 	21170.99 	22310.76 	23127.16 	22113.97 	18313.49 	20060.21 	22387.16 	21136.17 
A,FR_LD_NLD,THS_T,SI04	: 	: 	: 	: 	9110 	9246 	10720 	11986 	12540 	15391 	15805 	16499 	13322 	14591 	16198 	16907 	17184 	18012 	19931.13 	21170.99 	22310.76 	23127.16 	22113.97 	18313.49 	20060.21 	22387.16 	21136.17 
A,FR_LD_NLD,THS_T,TR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	287029 	276895 	321697 	341835 	355486 	357093 	357585 	388852.63 	402589.47 	439675.22 	428738.38 	453163.1 	464012.28 	492016.18 	505395.03 	485926.69 
A,FR_LD_NLD,THS_T,TR1	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36484 	33046 	45838 	40274 	39236 	43491 	44067 	38975.34 	35497.11 	38241.86 	36803.81 	36616.19 	32712.48 	33326.82 	32746.75 	40165.57 
A,FR_LD_NLD,THS_T,TR10	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	36484 	33046 	45838 	40274 	39236 	43491 	44067 	38975.34 	35497.11 	38241.86 	36803.81 	36616.19 	32712.48 	33326.82 	32746.75 	40165.57 
A,FR_LD_NLD,THS_T,TR2	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	17171 	18715 	23501 	35494 	40783 	37882 	34702 	34909.11 	42522.86 	48267.51 	50684.6 	54239.75 	57315.51 	63961.86 	68758.38 	69201.4 
A,FR_LD_NLD,THS_T,TR21	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3870 	3712 	4576 	16093 	19756 	16123 	12528 	14904.86 	20629.75 	24048.46 	25620.24 	29541.61 	31867.83 	38358.92 	43559.98 	45411.97 
A,FR_LD_NLD,THS_T,TR22	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	13415 	15069 	18999 	19410 	21038 	21796 	22404 	20197.35 	22253.84 	24725.58 	25496.17 	24906.07 	25713.6 	25767.62 	25405.14 	23882.87 
A,FR_LD_NLD,THS_T,TR3	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	53662 	44735 	51786 	53490 	56899 	55959 	58589 	64437.56 	66797.81 	72928.57 	70955.67 	82522.33 	84596.8 	91729.1 	98271.35 	95023.94 
A,FR_LD_NLD,THS_T,TR31	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	48918 	41611 	47526 	49055 	52426 	51418 	53706 	58897.74 	60891.04 	66085.45 	63604.62 	75832.72 	78844.93 	83486.15 	90313.62 	89690.98 
A,FR_LD_NLD,THS_T,TR32	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4839 	3213 	4380 	4561 	4577 	4664 	4997 	5662.78 	6006.01 	6946.18 	7481.13 	6824.98 	5818.72 	8288.78 	8012.1 	5388.93 
A,FR_LD_NLD,THS_T,TR4	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	61305 	54305 	64712 	70111 	74129 	73616 	71860 	77449.81 	80031.13 	87746.88 	87096.95 	86029.28 	91539.27 	98735.84 	99944.97 	98722.68 
A,FR_LD_NLD,THS_T,TR41	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	8645 	7472 	10973 	14713 	12808 	12142 	12237 	12351.37 	12867.46 	13940.87 	13645.51 	13258.54 	13681.5 	15243.14 	14738.37 	14003.51 
A,FR_LD_NLD,THS_T,TR42	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	52778 	46893 	53792 	55525 	61409 	61533 	59708 	65233.99 	67170.59 	73826.78 	73466.75 	72946.61 	77968.14 	83607.06 	85440.69 	84899.64 
A,FR_LD_NLD,THS_T,TR6	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	104949 	114952 	120813 	122604 	123682 	126244 	127433 	151835.65 	156966.39 	167502.75 	157483.44 	171194.22 	172809.16 	179465.28 	183893.92 	167968.43 
A,FR_LD_NLD,THS_T,TR61	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5087 	5770 	7075 	6889 	6900 	7250 	6689 	5760.33 	5352.1 	5975 	5896.21 	5365.36 	5614.75 	6876.14 	6815.06 	6573.9 
A,FR_LD_NLD,THS_T,TR62	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	19569 	20368 	24218 	25440 	27007 	31971 	31865 	32128.82 	33700.08 	36556.45 	35319.05 	39187.02 	41138.18 	42778.27 	42551.19 	46095.57 
A,FR_LD_NLD,THS_T,TR63	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	80497 	88965 	89764 	90370 	89822 	87212 	88980 	114139.19 	118466.5 	125246.27 	116341.66 	126686.05 	126078.84 	129834.66 	134605.66 	115351.03 
A,FR_LD_NLD,THS_T,TR8	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	20872 	18724 	10333 	13785 	17012 	17673 	17980 	18782.19 	19212.69 	23692.06 	24338.35 	24689.76 	26392.37 	25555.97 	26946.32 	26642.86 
A,FR_LD_NLD,THS_T,TR81	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	14018 	12134 	2880 	6271 	7957 	8449 	8481 	9034.31 	9166.58 	11258.8 	12338.93 	13332.42 	13353.82 	12370.2 	13399.09 	12507.43 
A,FR_LD_NLD,THS_T,TR82	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	331 	270 	262 	272 	454 	326 	424 	297.69 	338.35 	537.25 	569.4 	457.79 	336.04 	307.21 	241.83 	300.02 
A,FR_LD_NLD,THS_T,TR83	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	6638 	6435 	7279 	7304 	8721 	9103 	9296 	9727.29 	9949.56 	12209.77 	11715.42 	11107.56 	12894.73 	13063.83 	13459.65 	14029.37 
A,FR_LD_NLD,THS_T,TR9	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5873 	5269 	5977 	6409 	7234 	6802 	6136 	6632.29 	7043.94 	6927.12 	6055.1 	6163.4 	6211.61 	5858.65 	5635.82 	6080.75 
A,FR_LD_NLD,THS_T,TR90	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	5873 	5269 	5977 	6409 	7234 	6802 	6136 	6632.29 	7043.94 	6927.12 	6055.1 	6163.4 	6211.61 	5858.65 	5635.82 	6080.75 
A,FR_LD_NLD,THS_T,TRZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3195 	2793 	13649 	15670 	14299 	16144 	16360 	16959.87 	15835.67 	17724.73 	17411.62 	13141.51 	16536.29 	19210.14 	17472.5 	9332.93 
A,FR_LD_NLD,THS_T,TRZZ	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3195 	2793 	13649 	15670 	14299 	16144 	16360 	16959.87 	15835.67 	17724.73 	17411.62 	13141.51 	16536.29 	19210.14 	17472.5 	9332.93 
A,FR_NLD,THS_T,BE	98049 	108631 	100105 	108778 	104945 	102812 	102214 	107268 	114783 	123622 	132046 	138370 	110692 	125561 	128399 	120705 	122724 	125815 	128714.51 	138138.36 	140026.92 	147911.33 	151868.45 	142288.13 	152506.01 	156839.91 	146397.24 
A,FR_NLD,THS_T,BE2	98049 	108631 	100105 	108778 	104945 	102812 	102214 	107268 	114783 	123622 	132046 	138370 	110692 	125561 	128399 	120705 	122724 	125815 	128714.51 	138138.36 	140026.92 	147911.33 	151868.45 	142288.13 	152506.01 	156839.91 	146397.24 
A,FR_NLD,THS_T,BE21	59442 	68041 	59670 	67916 	66455 	64637 	68025 	75344 	80608 	83828 	90894 	95774 	73566 	83861 	88821 	84992 	88967 	89652 	96659.9 	103283.43 	102598.56 	109201.89 	108697.46 	102030.16 	106068.96 	130716.57 	123037.95 
A,FR_NLD,THS_T,BE23	18691 	20962 	19857 	20326 	19866 	19265 	17721 	16756 	16099 	19090 	20074 	21126 	15681 	20799 	20445 	19275 	19262 	22103 	19571.61 	22580.22 	25846.31 	26279.61 	25665.14 	22324.18 	24786.96 	24953.39 	22569.01 
A,FR_NLD,THS_T,BE25	19915 	19627 	20578 	20536 	18624 	18910 	16468 	15168 	18076 	20704 	21079 	21471 	21446 	20902 	19133 	16438 	14495 	14060 	12482.99 	12274.72 	11582.05 	12429.83 	17505.84 	17933.79 	21650.09 	1169.95 	790.28 
A,FR_NLD,THS_T,BG	: 	: 	: 	: 	11927 	11517 	12696 	13618 	14293 	16250 	15853 	16791 	11797 	11847 	13036 	12722 	12503 	12299 	12621.94 	13115.17 	14184.16 	13046.53 	14769.6 	12534.74 	12073.18 	16735.05 	13700.68 
A,FR_NLD,THS_T,BG3	: 	: 	: 	: 	11927 	11517 	12696 	13618 	14293 	16250 	15853 	16791 	11797 	11847 	13036 	12722 	12503 	12299 	12621.94 	13115.17 	14184.16 	13046.53 	14769.6 	12534.74 	12073.18 	16735.05 	13700.68 
A,FR_NLD,THS_T,BG33	: 	: 	: 	: 	3694 	3639 	3818 	4781 	4639 	4530 	5124 	6049 	3503 	4126 	4939 	4150 	3494 	3466 	3300.4 	3597.39 	3833.81 	3828.7 	4147.14 	4105.99 	4165.17 	5349 	3930.6 
A,FR_NLD,THS_T,BG34	: 	: 	: 	: 	8233 	7878 	8878 	8837 	9654 	11720 	10730 	10742 	8295 	7721 	8097 	8572 	9009 	8833 	9321.54 	9517.78 	10350.35 	9217.83 	10622.46 	8428.75 	7908.01 	11386.05 	9770.08 
A,FR_NLD,THS_T,CY	: 	: 	: 	: 	: 	5619 	5665 	5573 	6019 	6262 	6284 	6704 	5784 	6048 	5482 	5000 	4689 	4707 	4875.08 	6566.41 	5389.05 	5021.22 	5590.95 	5374.8 	5169.97 	6110.26 	7086.92 
A,FR_NLD,THS_T,CY0	: 	: 	: 	: 	: 	5619 	5665 	5573 	6019 	6262 	6284 	6704 	5784 	6048 	5482 	5000 	4689 	4707 	4875.08 	6566.41 	5389.05 	5021.22 	5590.95 	5374.8 	5169.97 	6110.26 	7086.92 
A,FR_NLD,THS_T,CY00	: 	: 	: 	: 	: 	5619 	5665 	5573 	6019 	6262 	6284 	6704 	5784 	6048 	5482 	5000 	4689 	4707 	4875.08 	6566.41 	5389.05 	5021.22 	5590.95 	5374.8 	5169.97 	6110.26 	7086.92 
